Job ID,Job Link,Text,Job Title
gngj0t,https://www.postjobfree.com/job/gngj0t/machinist-forklift-scrap-waterbury-ct,"b'\nMachinist - 1st Shift\n$22.00-27.00/Hour\n1 Year+ Contract\n\nPOSITION SUMMARY:\n\nThis role is primarily responsible for the setup and operation of conventional, special purpose, numerical control (NC) machines, manual lathes, millers, grinders, drill presses, and band saws in a safe and orderly manner while maximizing production outputusing efficient and effective methods. Responsible for ensuring compliance with all safety, quality, and business standards.\n\nESSENTIAL DUTIES AND RESPONSIBILITIES:\n\nProductivity, Cost, & Delivery\n- Operate multiple machines simultaneously while proactively keeping all machines in the department running\n- Troubleshoot advanced and complex programs and maintenance issues\n- Must be able to make changes to machine offsets and/or perform program editing to maintain dimensional accuracy.\n- Review blueprints, tool sheets, routings, and specifications for accuracy and manufacturability\n- Communicate correction and improvement needs to the engineering department\n\nQuality\n- Monitor and document part quality for self in department, including first part and in-process inspection using tools, gauges, and other methods\n- Assure staff compliance to ISO91000 standards and support audit activities as needed\n\nSafety\n- Adhere to and support safety procedures and policies\n- Ensure the building, property, and perimeter are safe and secure at the end of every shift\n- Maintain first aid and forklift certifications\n\nCommunication & Teamwork\n- Assist with troubleshooting, stock, and quality issues during shift\n- Assist with other duties such as programming, maintenance, inspection, deburring, etc. as required\n- Document material usage on work orders and minimize scrap\n- Perform and document scheduled periodic maintenance and general upkeep of machines in accordance with recommendations\n- Maintain records of settings for programs and processes within the scope of the department\n\n- Maintain integrity, safety, quality, and production rates; promote and reinforce a clean, safe, and professional shop and work environment\n- Adhere to quality, on-time delivery, continuous improvement, and overall best practices\n- Participate in continuous improvements including processes, productivity, quality, and safety\n- Promote collaboration, communication, and teamwork within and outside department and shift\n\nSPECIAL KNOWLEDGE, SKILLS AND ABILITIES:\n\nHigh school diploma or general education degree (GED) required; 3-5 years? related experience; or equivalent combination of education and experience\n\nAdvanced manufacturing/machining training and/or advanced certification preferred\n\nThis position requires good manual dexterity and visual acuity to manipulate micrometers, calipers, and other precision hand tools\n\nStrong communication and interpersonal skills a must\n\nExperience required with: conventional, special purpose, and NC machines; manual lathes; millers; grinders; drill presses; and band saws.\n\nToolmaking experience a plus.\n\nAdditional Characteristics:\n\nThis position may require standing for long periods of time, up to 8 hours per day\n\nThis position required the ability to lift 30+ lbs. occasionally, 20-30 lbs. frequently, and up to 20 lbs. constantly\n\nThis position may be exposed to various industrial cleaning chemicals and oils\n##\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
gnfr2w,https://www.postjobfree.com/job/gnfr2w/machinist-mill-assembler-suwanee-ga,"b'\nDescription\n\nManual Machinist/Assembler\nThis is a temp too hire position.\nPay ranges from $18 to $20, possibly more depending on experience and interview.\nThis is a 1st shift position but does require travel about 15% of the time.(Nationwide)\nResponsibilities:\nSet up and run a manual mill\nAbility to read blue prints\nHand tool experience\nAbility to assembly, pull wire and fabricate when needed\nTeam Player\nExperience with steel, aluminum, plastics and G10\nRequirements:\nMust pass a BG and Drug Screen\nAbility to travel 15% to client sites\nIf are interested in the role and would like to apply directly, please send your resume to Jeff Eckard at\n#MON\n#ATL-C\n#GDGAMFG\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
gob23f,https://www.postjobfree.com/job/gob23f/machinist-ot-machining-waterbury-ct,"b'\nMachinist\nM-F 7AM - 330PM, OT & Saturdays as required\n12 Months\n$22-$27\n1500 Meriden Rd., Waterbury, CT 06705\n\nMachinist - 1st Shift\n\nPOSITION SUMMARY:\n\nThis role is primarily responsible for the setup and operation of conventional, special purpose, numerical control (NC) machines, manual lathes, millers, grinders, drill presses, and band saws in a safe and orderly manner while maximizing production outputusing efficient and effective methods. Responsible for ensuring compliance with all safety, quality, and business standards.\n\nDUTIES AND RESPONSIBILITIES:\n\nProductivity, Cost, & Delivery\nOperate multiple machines simultaneously while proactively keeping all machines in the department running\nTroubleshoot advanced and complex programs and maintenance issues\nMust be able to make changes to machine offsets and/or perform program editing to maintain dimensional accuracy.\nReview blueprints, tool sheets, routings, and specifications for accuracy and manufacturability\nCommunicate correction and improvement needs to the engineering department\n\nKNOWLEDGE, SKILLS AND ABILITIES:\nHigh school diploma or general education degree (GED) required; 3-5 years\xe2\x80\x99 related experience; or equivalent combination of education and experience\nAdvanced manufacturing/machining training and/or advanced certification preferred\nThis position requires good manual dexterity and visual acuity to manipulate micrometers, calipers, and other precision hand tools\nStrong communication and interpersonal skills a must\nExperience required with: conventional, special purpose, and NC machines; manual lathes; millers; grinders; drill presses; and band saws.\nToolmaking experience a plus.\n\nAdditional Characteristics:\nThis position may require standing for long periods of time, up to 8 hours per day\nThis position required the ability to lift 30+ lbs. occasionally, 20-30 lbs. frequently, and up to 20 lbs. constantly\nThis position may be exposed to various industrial cleaning chemicals and oils\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
gok0pp,https://www.postjobfree.com/job/gok0pp/molding-plastic-machinist-dayton-oh,"b""\nDayton Progress, a Dayton Lamina company, is the leading international manufacturer of tools and tooling components for the metal stamping and plastic molding industries. We have immediate openings for entry level Machinists in Dayton, Ohio. The ideal candidate must have a HS Diploma/GED, pass a drug test, and be available to work any shift, weekends and overtime.\n\nWe offer competitive wages, opportunity for frequent merit increases, an excellent benefit package, tuition reimbursement, a contributory 401k and a retention bonus each of the first three years of employment.\n\nTraining - No prior experience is necessary. We will train you, starting with the basics, in our classroom and on our factory floor.\n\nPay and Benefits - We offer competitive wages and our benefits and work environment are superior. Plus, every employee is eligible for an annual performance bonus, including the opportunity for frequent merit increases.\n\nGo To College - On Us! - We offer 100% tuition reimbursement at local accredited colleges in numerous degree majors, for Associates, Bachelors, Masters and PhD level degrees. Jobs on 2nd or 3rd shift can make it easier to get through college faster.\n\nCareer Variety - Our average employee has more than 20 years of experience. People don't stay that long at a company unless it's a great place to work with lots of opportunity.\n\nA Great Place to Work - We are a family-oriented company. You are treated with respect. We communicate often and thoroughly about how the Company is doing. We listen. We offer up to 5 weeks' paid vacation plus 10 paid holidays, and 5 paid personal absence days.\n\nJob Security - Dayton Progress survived the Great Recession and continued to invest in our factories the entire time. We acquire other companies as well, often moving that work here to Dayton, Ohio.\n\nQualified candidates should apply in person M-F 8:30am-4:30pm at:\n\nDayton Progress\n500 Progress Road\nDayton, Ohio 45449\n\nOR submit resume to\n\nEOE/M/F/V/D\n\n\nGo to apply\xc2\xa0\n\n""",Machinist
gnpidr,https://www.postjobfree.com/job/gnpidr/steel-machinist-hair-forklift-dallas-tx,"b'\nJOB SITE\n\nHome Depot\n9302 W Jefferson Blvd.\nDallas, TX 75211\n\n58 HOUR WORK WEEK : M-F 7AM-5:30PM; SATURDAY 7AM-3:30PM\n\nThe Mechanical Installers are critical to the smooth installation of our customer\xe2\x80\x99s various material handling systems. They will perform mechanical work with the support of the Intelligrated Installation team. The qualified candidate will receive on-site training and will be part of a team reporting directly to the Intelligrated Mechanical Installation Supervisor.\n\nThe Installation Cardinal Rules will be the baseline expectation for all personnel\n\nMUST HAVE QUALIFICATIONS\n\xe2\x80\xa2Mechanically inclined\n\xe2\x80\xa2Ability to pass a drug screen and background check\n\xe2\x80\xa2Ability to lift up to 50 lbs\n\xe2\x80\xa2Must be able to handle a high stress atmosphere\n\xe2\x80\xa2Ability to climb ladders and work at heights up to 40 ft\n\xe2\x80\xa2Own basic hand tools and steel toed safety shoes\n\xe2\x80\xa2Ability to stand or walk on concrete or steel grating for an entire shift\n\xe2\x80\xa2Ability to operate power tools correctly\n\xe2\x80\xa2Detail Oriented\n\xe2\x80\xa2Adheres to all safety standards and ensured a safe work area\n\xe2\x80\xa2Performs housekeeping and general clean up duties\n\xe2\x80\xa2Able to work 58+ hour work weeks\n\xe2\x80\xa2Reliable transportation\n\xe2\x80\xa2Good Communication skills\n\xe2\x80\xa2Good Attitude\n\nWE VALUE\n\xe2\x80\xa2OSHA 10 certification preferred\n\xe2\x80\xa2License to operate forklift and scissor lift equipment safely and accurately\n\xe2\x80\xa2Previous conveyor and/or sortation experience preferred\n\nTools That Are 100% Required on Day 1 (Candidates with no tools will be sent home)\n\xe2\x80\xa2Wrench set 3/8\xe2\x80\x9d-15/16\xe2\x80\x9d\n\xe2\x80\xa23/8\xe2\x80\x9d Drive socket set 3/8\xe2\x80\x9d-15/16\xe2\x80\x9d\n\xe2\x80\xa23/8\xe2\x80\x9d ratchet\n\xe2\x80\xa2Line up Pin\n\xe2\x80\xa2Needle Nose Vise grips\n\xe2\x80\xa22lb. or 3lb, Hammer (Not claw hammer)\n\xe2\x80\xa225\xe2\x80\x99 or 30\xe2\x80\x99 tape measure\n\xe2\x80\xa2Phillips and flathead screwdrivers\n\xe2\x80\xa212\xe2\x80\x9d adjustable wrench\n\nPPE and attire:\n***Candidates must provide and wear steel toed shoes/boots at all times***\nHard Hat (provided by HON)\nSafety Vest (provided by HON)\nSafety Glasses (provided by HON)\nCut Resistant Gloves (provided by HON)\nJeans.\nNo skirts or shorts.\nNo overly loose or tight garments.\nLong hair tied up at all times while onsite.\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
gofuka,https://www.postjobfree.com/job/gofuka/cn-machinist-steel-cement-rockford-il,"b'\nOnin Staffing \xc2\xa0\xe2\x80\x93\xc2\xa0\r\nCreedmoor, NC, 27522\n... POSITION SUMMARY: Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten steel material. PRINCIPAL DUTIES AND RESPONSIBILITIES:Follow all safety regulations for the individual as well as other employees, ...\r\n- Jobs2Careers, Oct 11\n'",Machinist
gnyvtd,https://www.postjobfree.com/job/gnyvtd/cnc-machinist-texarkana-tx,"b'\nShare\nTexarkana Machine Shop is seeking experienced machinists and CNC operators, these are manual positions. Pay ranges from $15 DOE. Must have a clean background! This is a great company that offers room for advancement! Express Office: Texarkana 3206 Jefferson Avenue Texarkana, AR 71854\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
glmlni,https://www.postjobfree.com/job/glmlni/machinist-raw-batch-monroeville-pa,"b""\nAn international manufacturing company, located near Monroeville, PA, is seeking a Machinist.\nResponsibilities:\nProduction of product using industry specific lathes and mills\nCalibrate machinery and tools as needed\nTroubleshooting of machines when part quality does not meet standards\nMaintain continuity among work shifts by documenting and communicating appropriate information to colleagues\nComplete required paperwork to ensure proper tracking and consumption of raw materials and finished products.\nDocument production details in batch records and production summary reports\nComplete necessary preventive maintenance as per manufacturer's instructions\nWork on R&D projects\nStart-up and monitor air compressor\nFollow all standard operating procedures that apply to the daily work activities\nMaintain a clean and safe work area\n\n\nGo to apply\xc2\xa0\n\n""",Machinist
gnotky,https://www.postjobfree.com/job/gnotky/die-tooling-machinist-sinking-spring-pa,"b'\nSetup and operate various machine shop equipment including mills, lathes, surface grinders, wire EDM, saws, etc. Consistantly manufacture and measure machine tooling, components, and fixtures to tolerances of +.0001\xe2\x80\x9d / -.0001\xe2\x80\x9d. Assist in design and fabrication of tooling and components for new and exisiting equipment. Assemble relatively complex fixtures and equipment with minimal supervision. Assist in design and fabrication of fixtures and jigs to be used in manufacturing. Final fit as well as retro fit close tolerance machine tooling and components as required\n\nPosting Dates: 9/10/19 - 9/17/19\n\nLocation: APD West\n\nWork Schedule: 1st shift 6AM-2PM\n\nPreferred: State Certified Tool and Die Maker Certificate or Associate Degree in a Machine & Tool Technology program and 3 years of tool and die making experience EEO Statement The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.\n\nMinimum requirements\nHigh School Diploma or equivalent\nThe ability to fluently read, write, understand and communicate in English\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
gocoev,https://www.postjobfree.com/job/gocoev/cnc-machinist-springfield-or,"b'\nDescription\nCNC Machinist\nWe are currently seeking experienced CNC and or Manual Machinists for full time employment in the Eugene/Springfield area.\nPay : $18-$25+ DOE and Tools\nContinuous Work\n40+ hrs./week\nRequirements\nSuccessful candidates should possess:\nTools of your trade\nAttention to safety/Wear PPE\nA positive, can do attitude\nCompany Details\nOur company is one of the leading construction companies in the business. With over 200 offices nationwide we can offer what few other companies can: consistent work, top pay, benefits, 401k planning, and a community of helpful office staff members all working together to keep you working with travel opportunity as well.\nIn addition to consistent work, top pay, and employment opportunities, we provide a benefits package that includes:\n\nWeekly Pay\n\nVacation Pay\n\nHealth insurance\n\nDental and vision plan\n\nPrescription drug plan\n\nLife insurance\n\nShort-term disability\n\n401(k) profit-sharing savings plan\n\nIncentive programs\n\nTool purchase programs\nEqual Opportunity Employer (EOE). M/F/Veteran/Disability\n\n\nGo to apply\xc2\xa0\n\n'",Machinist
