,Job ID,Job Link,Text,Job Title,categories
1950,gorevu,https://www.postjobfree.com/job/gorevu/technologist-powershell-philadelphia-pa,"b'
""
Role:
The Senior Technologist is responsible for building configurations
for mobile devices, creating policies and performing other system
functions in client's Microsoft InTune tenant.
This role will
develop, execute & document configurations for line of business
devices, create security policies for devices and applications and
perform tasks to maintain the InTune environment in a good working
order. The candidate will participate in meetings with client staff,
project managers, and developers. The candidate will perform these
tasks for multiple projects in a dynamic fast-paced environment.

Requirement

The candidate should have 4+ years of experience with Microsoft InTune.

Expertise and proven experience with deploying Windows 10 with
InTune and AutoPilot.

The candidate should have 7+ years of experience with mobile
device management technologies technologies.

The candidate shall have expertise and previous experience with
creating and editing powershell scripts.

The candidate shall have strong organizational and analytical
skills, with attention to detail.

The candidate must be able to clearly and effectively communicate,
in both written and verbal form.

The candidate must be able to quickly adapt to changes in business priorities.

The candidate must be able to work with change control policies in
a corporate environment. - provided by Dice

Contractor


Go to apply 

'",Technologist,set(['Technologist'])
1951,goo0qw,https://www.postjobfree.com/job/goo0qw/technologist-powershell-philadelphia-pa,"b""
Role:
The Senior Technologist is responsible for building configurations for mobile devices, creating policies and performing other system functions in client's Microsoft InTune tenant. This role will develop, execute & document configurations for line of business devices, create security policies for devices and applications and perform tasks to maintain the InTune environment in a good working order. The candidate will participate in meetings with client staff, project managers, and developers. The candidate will perform these tasks for multiple projects in a dynamic fast-paced environment.

Requirement
The candidate should have 4+ years of experience with Microsoft InTune.
Expertise and proven experience with deploying Windows 10 with InTune and AutoPilot.
The candidate should have 7+ years of experience with mobile device management technologies technologies.
The candidate shall have expertise and previous experience with creating and editing powershell scripts.
The candidate shall have strong organizational and analytical skills, with attention to detail.
The candidate must be able to clearly and effectively communicate, in both written and verbal form.
The candidate must be able to quickly adapt to changes in business priorities.
The candidate must be able to work with change control policies in a corporate environment.

Contract
12 Months


Apply now

""",Technologist,set(['Technologist'])
1952,go6k05,https://www.postjobfree.com/job/go6k05/quickbooks-controller-indianapolis-in,"b'
We are looking for a software and app consultant to provide our clients primarily with QuickBooks (QBO) solutions that meet their business needs. This includes but is not limited to conducting training; troubleshooting systems; evaluating needs; developing configurations to support existing business processes; assisting with software implementations; and providing ongoing maintenance of implemented solutions.
This role will serve as a project lead and perform work as a participating member of multiple projects. This includes but is not limited to participating in scoping projects, developing proposals, and assisting with product demonstrations.
Responsibilities:
Under general supervision, a software consultant will be expected to:

Independently manage assigned clients, including but not limited to maintaining client documentation and files; identifying additional client needs and creating upsell opportunities; and meeting or exceeding expected billable goals;

Track and communicate project status to all necessary parties and maintaining client pipelines using our project management system;

Provide ongoing training and end-user support during and after technical system and software implementations;

Provide bookkeeping and accounting creation services, including but not limited to accounts receivable and payable reconciliation, monthly close process setup and ongoing bank feed download processing;

Use excellent written and verbal communication skills to effectively correspond with external and internal parties;

Perform other functions as assigned in accordance with business need.
Required skills, experience, and knowledge:

2+ years of experience with QBO and QBO apps

QuickBooks Pro Advisor Certification (current or willing to obtain)

Intermediate to advanced knowledge of Microsoft Excel

Intermediate knowledge of accounting practices and principles

Intermediate project management skills, including acting as a project lead

Associate’s or bachelor’s degree or equivalent combination of experience and training that will provide the necessary knowledge, skill, and abilities to perform the functions of the position proficiently
Preferred skills, experience, and knowledge:

Experience with software implementations

Experience with data conversions/migrations

Experience with project management technology/methodology

Controller or management experience

Consulting firm or CPA firm experience
Job Type: Full or Part-time
Experience:

Related: 2 years (Preferred)
Compensation:

Base salary

Production based incentive compensation bonuses
Benefits offered:

Paid time off

Health insurance

Dental insurance

Other types of insurance

Retirement benefits or accounts

Flexible schedule


Go to apply 

'",Technologist,set(['Technologist'])
1953,glywsv,https://www.postjobfree.com/job/glywsv/technologist-biology-chemistry-wilson-nc,"b'
AHS Staffing is looking for a Technologist in Winston Salem NC, for a 13-week assignment.

Job Description:
Receive specimens for testing; evaluate specimens and test orders; determine priority of work and batches to maintain acceptable turn-around-time; recognize unacceptable and unusual specimens and handle appropriately.
Perform confirmatory testing on client samples, quality control samples and proficiency samples making measurements and calculations.
Evaluate raw and final data for accuracy; recognize and correct errors and unusual results; interpret results to produce a final report.
Maintain, calibrate, and clean instrumentation; perform scheduled and as needed maintenance and critical function checks recognizing significant changes in instrument function; trouble shoot as indicated.
Follow quality control rules; monitor controls for error detection and take corrective action; maintain laboratory records, maintenance logs, quality control charts, reagent and standard logs, and worksheets.
Participate in the instruction and training of others; demonstrate and/or explain the testing process to others or observe the testing process as performed by others.
Requirements:
Must have a BA/BS degree in Biology, Chemistry, Medical Technology, or other related science degree.
Must have MLT/MT certification
1-year of clinical lab experience (preferred)
Color Blind Testing is required


Go to apply 

'",Technologist,set(['Technologist'])
1954,gpkkdq,https://www.postjobfree.com/job/gpkkdq/technologist-itil-survey-clearwater-fl,"b""
KnowBe4, Inc.
is a high growth information security company.
We are the world s largest provider of new-school security awareness training and simulated phishing.
KnowBe4 was created to help organizations manage the ongoing problem of social engineering.
Tens of thousands of organizations worldwide use KnowBe4 s platform to mobilize their end users as a last line of defense and enable them to make better security decisions, every day.
We are ranked 1 best place to work in technology nationwide by Fortune Magazine and have placed 1 or 2 in The Tampa Bay Top Workplaces Survey for the last four years.
We also just had our 26th record-setting quarter in a row The Technologist is responsible for identifying the best technology solutions to address the organization s needs and implementing such solutions in a cost-effective way.
He or she is charged with determining the technical requirements of a given project, analyzing those requirements, developing solutions that outline the requisite system controls and protocols, and then clearly communicating the solution to key stakeholders.
Responsibilities: Lead the charge in evaluating and implementing hardware and software solutions as needed to support the organization Expand and enhance current IT systems through scripting, programming and development Work closely with non-IT departments to provide guidance and support related to information technology queries for projects as requested Work with 3rd party vendors to successfully implement technology and/or troubleshoot complex issues Oversee proof of concept from the IT standpoint when vetting prospective vendors Research new technologies and make recommendations to senior management which includes but is not limited to, forecasting future needs and/or capacity planning, and participating in the strategic planning/evolution of the organization's internal and outsourced systems, security and business continuity requirements that are scalable to meet the organization's growth expectations Work closely with other departments to streamline implementation and utilization of new technology with business operations Assist in the automation of employee movement tasks (ie.
Onboard, Offboard, Move, Change, etc) Prioritize infrastructure tasks to ensure flawless work experience and access for end-users both on-premise and remotely.
Improve the maturity, capability, and visibility of software development in the organization.
Perform technical assessments that are helpful and accurate to provide to key stakeholders in case of mergers and acquisitions.
Manage incoming Jira / Zendesk escalated incidents and ensure workload distribution, successful execution, and to resolve escalated incidents within the SLA resolution times.
Requirements: Strong verbal and written communications Excellent time management and organization skills Flexibility and adaptability to manage concurrent, multiple projects while maintaining focus on critical deadlines Strong skills in scripting and programming Excellent troubleshooting/analytical skills Ability to effectively communicate technical issues to non-technical people.
Ability to effectively and efficiently prioritize demanding projects on short notice.
Ability to effectively negotiate conflicts and troubleshoot complex problems Effective problem-solving and decision-making skills Strong interpersonal and listening skills Strong organizational and problem-solving skills Ability to handle confidential matters with discretion Ability to cultivate and maintain positive relationships with individuals at all organizational levels Technical certifications in networking, security, and/or server administration a plus ITIL certification a plus Note: An applicant assessment, background check and drug test may be part of your hiring procedure.
No recruitment agencies, please.


Go to apply 

""",Technologist,set(['Technologist'])
1955,gna6cs,https://www.postjobfree.com/job/gna6cs/cable-technologist-mis-maryland-heights,"b'
Charter Communications Inc in Maryland Heights, MO seeks a Technologist to provide MW servces for orchestra & activation. Rqmts: Bach deg or for equiv, in IT, EE, MIS or rel & 5 exp perform SW eng & app dev desgn for cable ind & exp dev Oracle ASAP code for comm btwn devces & configur cable & network devices; and exp dev Java for servce dev. Apply online at ref code 250191BR.
Charter Communications Inc


Go to apply 

'",Technologist,set(['Technologist'])
1956,gpgkl9,https://www.postjobfree.com/job/gpgkl9/cable-technologist-java-maryland-heights,"b'
Title: Technologist

Location: Maryland Heights, MO

Job Summary:

Provide middleware services for orchestration and activation. Design and develop activation services and their interface to corresponding network elements. Perform software engineering and application development design for the cable industry. Solve complex business technical issues using Oracle OSS Suite and ASAP product. Develop Oracle ASAP code for communicating between devices and configuring cable and network devices. Create Java, Springboot, Micro services to assist in functionality from ASAP to Meso platform. Integrate and consolidate platforms. Develop Java for service development. Simplify and enhance the user experience. Collaborate with management and stakeholders in setting strategies and tactical implementing procedures. Research new technology products and make strategy recommendations. Coordinate and perform routine operating system and application reconciliations maintenance, including backup and recovery processes for applications and databases. Develop plan for business continuity, including monitoring system utilization and performance for capacity planning purposes. Act as technical expert to provide support and software upgrades for applications. Design and configure customer-based systems and applications and provide guidance to database administrators in the configuration, tuning and maintenance of databases. Design disaster recovery plans, and assist in troubleshooting application, networking and operating systems issues. Manage relationships with hardware and software vendors.

Education/Qualifications:

Bachelor s degree, (or foreign equivalent), in Information Technology, Electronics Engineering, Management Information Systems or a related field. Must have 5 years of experience performing software engineering and application development design for the cable industry; developing Oracle ASAP code for communicating between devices and configuring cable and network devices; and developing Java for service development.


Go to apply 

'",Technologist,set(['Technologist'])
1957,gowrp3,https://www.postjobfree.com/job/gowrp3/cable-technologist-java-maryland-heights,"b'
Title: Technologist

Location: Maryland Heights, MO

Job Summary:

Provide middleware services for orchestration and activation. Design and develop activation services and their interface to corresponding network elements. Perform software engineering and application development design for the cable industry. Solve complex business technical issues using Oracle OSS Suite and ASAP product. Develop Oracle ASAP code for communicating between devices and configuring cable and network devices. Create Java, Springboot, Micro services to assist in functionality from ASAP to Meso platform. Integrate and consolidate platforms. Develop Java for service development. Simplify and enhance the user experience. Collaborate with management and stakeholders in setting strategies and tactical implementing procedures. Research new technology products and make strategy recommendations. Coordinate and perform routine operating system and application reconciliations maintenance, including backup and recovery processes for applications and databases. Develop plan for business continuity, including monitoring system utilization and performance for capacity planning purposes. Act as technical expert to provide support and software upgrades for applications. Design and configure customer-based systems and applications and provide guidance to database administrators in the configuration, tuning and maintenance of databases. Design disaster recovery plans, and assist in troubleshooting application, networking and operating systems issues. Manage relationships with hardware and software vendors.

Education/Qualifications:

Bachelor s degree, (or foreign equivalent), in Information Technology, Electronics Engineering, Management Information Systems or a related field. Must have 5 years of experience performing software engineering and application development design for the cable industry; developing Oracle ASAP code for communicating between devices and configuring cable and network devices; and developing Java for service development.


Go to apply 

'",Technologist,set(['Technologist'])
1958,gn2eey,https://www.postjobfree.com/job/gn2eey/gaming-3d-technologist-orlando-fl-32828,"b""
What you do at AMD changes everything

At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies building blocks for gaming, immersive platforms, and the data center.

Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the extra mile to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.

Duties include configuring, supporting, and troubleshooting both hardware and software in order to carry out 3D graphics driver software testing for AMD's line of discrete and integrated graphics hardware. These activities include verification and testing, defect identification and analysis, results and issue reporting, and support for software debug activities.
Demonstrated experience with building custom computer systems and installing and configuring operating system, driver, and application softwware is required, as are strong communication skills. Experience with current massively multi-player online (MMO) gaming application installation, configuration, and game play is also required.
Previous experience in software testing is a plus.

Requisition Number: 76220
Country: United States State: Florida City: Orlando
Job Function: Engineering Support
AMD does not accept unsolicited resumes from headhunters, recruitment agencies or fee based recruitment services. AMD and its subsidiaries are equal opportunity employers. We consider candidates regardless of age, ancestry, color, marital status, medical condition, mental or physical disability, national origin, race, religion, political and/or third party affiliation, sex, pregnancy, sexual orientation, gender identity, military or veteran status. Please click here for more information.


Go to apply 

""",Technologist,set(['Technologist'])
1959,gmwvxe,https://www.postjobfree.com/job/gmwvxe/microbiology-bd-civil-grayson-ga-30017,"b""
SummaryThe Technologist manufactures complex products which includes enzymes, purified antibodies, and both small and large scale fermentations for recombinant and non\-recombinant organisms\.

# Job Description

**Duties and Responsibilities:**

+ Generally, product lines assigned to this level are the most difficult and complex manufactured at BD\-Grayson such as enzymes, purified proteins including antibodies used in BD's various assay platforms\. Almost 80% of the associate's time is required for these duties\. Must be able to manufacture assigned product lines independently within 6 months\.

+ Coordinate transfer and scale up of R&D products into standard manufacturing environment and procedures\. This would include pilot batches, documentation, equipment acquisition, etc\.

+ Legacy process improvements of current procedures\.

+ Customer interaction may be required both internal & external\.

+ Assist in the completion of the documentation required under GMPs, OSHA, EPA and corporate policies\. Performs final review of all bulk manufacturing shop orders prior to release to Quality Assurance\. About 15\-20% of associate's time is required for these duties\.

+ Makes technical decisions regarding product status and delivery dates\.

+ Assists Quality Assurance as required in Quality Action Teams and customer complaints\.

+ Analyzes internal product failures\.

+ Writes/reviews DIs and SOPs for departmental operations, Manufacturing BOMs, and cost routings\.

+ Must be experienced/familiar with aseptic techniques\.

+ For employees assigned task lists inclusive of fermentation activities for enzyme formulation, also will perform setup, operation and cleaning of the various fermenters, software, downstream processing equipment and other ancillary equipment in this laboratory\.

**Knowledge and Skills:**

+ Must be able to lift 30 lbs\.

+ Must be able to endure prolonged standing\.

+ Must be non\-sensitive to chemicals used in manufacturing processes\.

+ Must have high visual acuity, \(corrected or uncorrected\), to be able to detect articulate flocculation patterns or reactions\. **Education and Experience:**

+ If candidate possesses 10\+ years of relevant experience in the field of fermentation and purification, degree will not be a limiting factor for hire\.

+ M\.S\. in Microbiology or Biochemistry with 2\-3 years of related experience or B\.S\. in Microbiology or Biochemistry with 3\-5 years directly related experience, which should include experience with Protein Purification including, Chromatography and electrophoresis, preferred\.

+ Specialized academic training such as that demonstrated by possession of an appropriate academic degree\.

+ Must possess good scientific aptitude and abstract problem solving/trouble shooting abilities\.

+ Must be able to develop new process technologies for manufacturing, resulting in more efficient, less costly product lines\.

\#LI\-OPS

# Primary Work LocationUSA GA \- Grayson

# Additional Locations

# Work ShiftUS BD 1st Shift 8am\-5pm \(United States of America\)

Becton, Dickinson and Company is an Equal Opportunity/Affirmative Action Employer. We do not unlawfully discriminate on the basis of race, color, religion, age, sex, creed, national origin, ancestry, citizenship status, marital or domestic or civil union status, familial status, affectional or sexual orientation, gender identity or expression, genetics, disability, military eligibility or veteran status, or any other protected status.


Go to apply 

""",Technologist,set(['Technologist'])
1960,gneihp,https://www.postjobfree.com/job/gneihp/injection-molding-plastic-cleveland-ms,"b""
**Are you looking for a career that matters?**

We believe every person deserves a chance for a healthy life, free from illness and full of possibility. We see a world full of healing, with viable care options available to those with limited choices today. We envision new ways of providing physicians, pharmacists and nurses with technologies that not only treat chronic diseases, but also work to prevent them. We're looking for team members who are motivated to learn, grow and innovate, while making a meaningful difference for millions of people around the world.

**About Baxter's Cleveland, MS Facility:**

**Cleveland's technology and automation is cutting edge. It is the U.S. sole source for plastic pour bottles, glass IV, and various reconstitution devices. This facility produces a number of major product lines with a diverse array of automated manufacturing technologies ranging from bottle solution filling, injection molding, tubing extrusion, and device assembly.** **Our Cleveland plant has been an integral part of Baxter for over 60 years. The work is challenging and rewarding, as Baxter offers competitive compensation and benefits. Baxter encourages and values every employee and believes that all can make a contribution to advancing healthcare for patients; work to be proud of.**

**Essential Duties and Responsibilities**

+ Responsible for performing a wide variety of research and/or development laboratory tasks and experiments.

+ Perform detailed analyses and tests required for research, development or quality control of processes and products.

+ Compile, analyze and interpret preliminary results. Write experimental reports, summaries and protocols.

+ Develop and maintain record keeping for experiment performed.

+ Perform troubleshooting and calibration of instruments.

+ Apply advanced techniques and procedures to assigned projects. Work is performed under minimal supervision.

+ Responsible for setup, acquisition and maintenance of laboratory equipment and supplies.

+ Train other lab personnel on equipment, processes and procedures.

+ Write experimental reports, summaries and protocols.

+ of your request along with your contact information.

**Qualifications**

+ High School diploma or equivalent, AA Degree preferred, 5+ years experience in related field.

+ Ability to handle multiple task assignments with minimal supervision to ensure customer needs are met.

+ Demonstrate skills in test method development, test fixture design and development, data analysis and report writing.

+ Ability to perform basic statistical analysis and make recommendations to engineers.

+ Demonstrates expertise in particular functional area

+ High School diploma or equivalent, AA Degree preferred, 5+ years experience in related field.

**Equal Employment Opportunity**

Baxter is an equal opportunity employer. Baxter evaluates qualified applicants without regard to race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, protected veteran status, disability/handicap status or any other legally protected characteristic.

EEO is the Law at

EEO is the law - Poster Supplement at

Pay Transparency Policy at

**Reasonable Accommodations**

Baxter is committed to working with and providing reasonable accommodations to individuals with disabilities. If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application or interview process, please send an e-mail to and let us know the nature of your request along with your contact information.

Our products and therapies touch the lives of millions of people around the world every day, which is why we are focused on transformative innovations that bring smarter, more personalized care to all of us. For 87 years and counting, we have been at the critical intersection where the ideas that save and sustain lives meet the providers who make it all happen. And now, we are determined to realize our boldest opportunities to transform global healthcare for years to come.


Go to apply 

""",Technologist,set(['Technologist'])
1961,gowbuz,https://www.postjobfree.com/job/gowbuz/cable-technologist-java-maryland-heights,"b""
Overview Success Profile Testimonial Trending Rewards Responsibilities We are all about cutting-edge entertainment and communications.
Spectrum Technologists aren't just keeping up, we're keeping ahead of the curve on all system layers, including data, processing, and front-end systems.
We pair insight with analytics to anticipate coming trends in design, standards and processes, containment and resolution, and more.
With hands-on responsiveness to real-time incidents, we ensure system health and security, consulting with project owners on operations, implementation, and system status.
Always open to new ideas, we're researching and recommending new strategies for technical interfaces, automated solutions, and server-related topics to support a smooth and seamless user experience.
Full Time Job Level: Mid to Senior Travel: Minimal (if any) Back to Job Navigation (Overview) Success Profile What makes a successful Spectrum Technologist?
Check out the top traits to see if you have the right mix.
Tech Savvy Team Player Strategic Goal Oriented Detail Oriented Problem Solver Back to Job Navigation (Success) Quote Our team is very focused, and there's a strong collaborative culture here.
We share common goals, so compatibility, being supportive of others, and getting support from your team are fundamental.
There is real respect for skills here, too.
You can come in with a computer science or mathematics background and find something that interests you among all the different working groups and stacks.
This is a fast-moving company, and working with cutting-edge technology, like wireless and mobile, is appealing.
It's exciting to see where the business is going and know you have a hand in making ideas a reality.Ramesh, Sr.
Director, IT Data Management Trending Technology unlocks the future Our new integrated wireless router features next-generation 802.11ax technology.
Benefits Connecting you to comprehensive benefits.
THIS IS SPECTRUM Learn about our 95,000 employees, our advertising solutions, and the products and services we deliver to 26 million customers in 41 states.
Back to Job Navigation (Trending) Rewards Health Benefits Medical, prescription drug, dental, and vision plans available.
Paid Time Off Paid vacation, sick and personal time, and holidays.
401(k) Retirement Savings We provide a 100% match for every dollar you contribute, up to 6% of your eligible pay.
Compensation High income potential.
Education Assistance We support continuing education for personal and professional growth.
Discounted Services Free and discounted Spectrum services where available.
Back to Job Navigation (Rewards) Responsibilities Date posted 09/30/2019 Requisition Number: BR Location: United States - Missouri - Maryland Heights Area of Interest: Information Technology Services Position Type: Full Time Title: Technologist Location: Maryland Heights, MO Job Summary: Provide middleware services for orchestration and activation.
Design and develop activation services and their interface to corresponding network elements.
Perform software engineering and application development design for the cable industry.
Solve complex business technical issues using Oracle OSS Suite and ASAP product.
Develop Oracle ASAP code for communicating between devices and configuring cable and network devices.
Create Java, Springboot, Micro services to assist in functionality from ASAP to Meso platform.
Integrate and consolidate platforms.
Develop Java for service development.
Simplify and enhance the user experience.
Collaborate with management and stakeholders in setting strategies and tactical implementing procedures.
Research new technology products and make strategy recommendations.
Coordinate and perform routine operating system and application reconciliations maintenance, including backup and recovery processes for applications and databases.
Develop plan for business continuity, including monitoring system utilization and performance for capacity planning purposes.
Act as technical expert to provide support and software upgrades for applications.
Design and configure customer-based systems and applications and provide guidance to database administrators in the configuration, tuning and maintenance of databases.
Design disaster recovery plans, and assist in troubleshooting application, networking and operating systems issues.
Manage relationships with hardware and software vendors.
Education/Qualifications: Bachelor's degree, (or foreign equivalent), in Information Technology, Electronics Engineering, Management Information Systems or a related field.
Must have 5 years of experience performing software engineering and application development design for the cable industry; developing Oracle ASAP code for communicating between devices and configuring cable and network devices; and developing Java for service development.
The Spectrum brands (including Spectrum Networks, Spectrum Enterprise and Spectrum Reach) are powered and innovated by Charter Communications.
Charter Communications reaffirms its commitment to providing equal opportunities for employment and advancement to qualified employees and applicants.
Individuals will be considered for positions for which they meet the minimum qualifications and are able to perform without regard to race, color, gender, age, religion, disability, national origin, veteran status, sexual orientation, gender identity, or any other basis protected by federal, state or local laws.
FCC Unit: 13526 Business Unit: Corporate


Go to apply 

""",Technologist,set(['Technologist'])
1962,gofbe2,https://www.postjobfree.com/job/gofbe2/technologist-rfp-phoenix-az-85002,"b""
Overview

A Technologist, IT is an experienced technology partner responsibility for conceptual technology design and implementation of technology solutions that support business needs and deliverables to contribute to substantial and direct revenue increases or cost savings to the organization. The individual collaborates on product and software design development and maintains design governance across projects that span multiple application platforms (including in-house solutions, modulating Commercial Off-the-Shelf (COTS) applications and Software as a Service Application (SaaS)), as well as the infrastructure solutions that deliver full platform functionality that efficiently and effectively service key business processes.

Responsibilities

* Provide technical expertise and collaboration in engineering and architecture efforts for technology solutions to support key business needs and deliverables; apply design governance across projects, applications and infrastructure.

* Participate in product and software design and development across technical teams; conduct problem analysis and requirements development; develop roadmaps and plans and track against such; support RFP evaluations; participate in build/buy decisions and vendor selection efforts, as well as cost modeling and project estimations for budgetary input.

* Assure design integrity for solutions delivered in production to the business, staff, faculty and students.

* Assess/document existing design with respect to maintenance and stability of existing platforms; apply critical and strategic thinking to generate ideas that will lead to the next generation of platform designs supporting organization processes, staff, faculty and students.

* Participate in meetings and councils regarding technical and business-driven initiatives to develop and translate technical solutions to meet business needs.

* Perform other duties as assigned or apparent.

Qualifications

Basic Requirements:

* Bachelor's Degree and 7 years of related IT experience OR Master's Degree and 8 years of related IT experience

* Creation of technical solutions that are being/have been used by cross-functional business operations

Additional Qualifications:

* Ability to ideate future solutions and technical designs to meet critical business needs

* Familiarity with technical modeling approaches (e.g., UML, E/R diagrams, flowcharting) and an ability to create effective diagrams, cost estimations, and design documentation

* Adaptive learning of complex technical systems

* Creative approach to problem solving with a proven ability to focus on details

* Strong decision-making capabilities with the ability to balance theoretical solutions against achievable goals including financial, performance, and operational excellence

* Excellent team work skills

* Strong written and oral communication skills with an ability to engage with the business on its own terms as well as with technical teams across various technical disciplines
SDL2017


Go to apply 

""",Technologist,set(['Technologist'])
