,Job ID,Job Link,Text,Job Title,categories
2450,ggvy21,https://www.postjobfree.com/job/ggvy21/optical-front-desk-mount-kisco-ny,"b'
Busy family Optometrists office looking for part time Optical Assistant. Optical and office knowledge required.
Job includes:
Sales
Ordering
Repairing and Dispensing of Eye-Wear
Additional Duties:
Assisting at front desk with phone
Scheduling Appointments
Taking Payments
Getting Insurance
Filing and other office tasks
Enthusiastic team player who is friendly, reliable, enjoys people and is able to multi task!
Please include resume.


Go to apply 

'",Technician,set(['Technician'])
2451,go4dum,https://www.postjobfree.com/job/go4dum/skype-hvac-1099-ship-back-raleigh-nc,"b'
PLEASE DO NOT APPLY WITHOUT READING THIS ENTIRE AD.
Service Center FTC/ PARTs Brand Servicers have been around for four years. We are a National Service Partner for major Retailers, Manufacturers and EXT Coverage Providers such as Lowes & Samsung, and we also provide extended coverage. We are based out of Charlotte, NC & dispatch calls nationally from our Charlotte HQ to every state we cover.
We are recruiting 2 Appliance Technicians only, for immediate start, as soon as a few days after screening once you’re in the system, even if you have limited availability. This is not an hourly position. We are currently operating in 4 states and none of our Technicians bring home less than $5,000 monthly working M-F. This is not an hourly position. Compensation is based on production. Our Technicians are 1099 Contractors.
If you are currently employed, we will work around your schedule. We start all new Technicians with a minimum work order volume during the first week or two to aid the learning curve of our Field Software & ensure we have a responsible candidate. You will be scheduled no more than 1-3 stops daily during the first week or two. We will assess your promptness, attendance, communication, skill, professionalism & ability to use our Field Management Software. After which we will increase your work order volume significantly.
You must be able to work remotely, in your home coverage area, without supervision. You must be able to communicate frequently & effectively with both our Customers & our Back-office. You must be present for at least one ride-along when Regional Managers visit your territory.
There is plenty of growth available through adding HVAC, Electrical, Plumbing & Garage door dispatches which offer more aggressive compensation, to those with the proper certifications. We also promote Territory & Regional Managers from within.
Upon start, your first payday will be between 2-2.5 weeks out, with a week in the hole depending on your start within the current pay cycle. We pay every other week after your initial payday.
Although drug and background may be required, our company culture is very laid back. This is not a traditional work environment, those accustomed to working with supervision or accustomed to a Supervisor looking over your shoulder correcting and coaching you may not thrive in our system. Communication often occurs via text or Skype, every member of our organization knows each other by first name and we have very low turnover. We offer extreme flexibility. You guide your own ship and we give you all the support you need to succeed.

What we offer:
Exclusive Route & Territory
Earn $200-$350 daily, earn more if you perform Refrigerator Sealed Systems or HVAC
Skip the office & work from home using our Field Service Management software, flexible start time and time off
Starter General Liability Insurance
Big opportunity to make more money long term
No going behind others, your territory is exclusive to you
Manufacturer Tech support
What we require of you:
You MUST have Appliance Repair experience or be Mechanically inclined with enough electrical knowledge to use a multi-meter correctly.
Reliable vehicle
Smartphone
Tools (Hand Tools, Multi-meter, Small Shopvac, Small Steamer, Drill, Wrenches)
Floor protector
Ability to work in a collaborative culture
Please note, we are not a job board or lead service. You do not have to race against other Technicians to ""claim"" available jobs, you do not go out on calls and quote your own price or hope you'll get paid by a customer for a trip, you do not have to buy parts, we are not an ad service, there is no ""fee's"", we offer full-time work for carefully hand Selected Field Service Contractors.


Go to apply 

'",Technician,set(['Technician'])
2452,go3637,https://www.postjobfree.com/job/go3637/pharmacy-technician-granite-falls-nc,"b""
Are you looking for an opportunity where you can make an impact that really counts? Would you like an opportunity to make a difference in a customer's life? A career in our Pharmacy Department may be just right for you. Pharmacists and Pharmacy Technicians discover ways to help people every day as they apply their knowledge, friendly smiles and expertise. Learn more about joining our growing team.

Requirements

Ideal candidates will possess interpersonal and communication skills which will allow them to provide exceptional customer service, while maintaining a high level of productivity, and complying with all safety and sanitation procedures; related experience is a plus; must be available seven days a week, including evenings, and weekends.


Go to apply 

""",Technician,set(['Technician'])
2453,gfb3b5,https://www.postjobfree.com/job/gfb3b5/autism-aba-books-health-flint-mi-48502,"b""
Merakey is seeking a Fee For Service Autism Behavioral Technicians to join our Education and Autism division in Flint, MI

POSITION OVERVIEW
The Autism Behavior Technician provides one-on-one support and assistance to a student with autism, including support and assistance in the use of medical equipment such as augmentative communication devices; activities of daily living; and monitoring health and behavior.
Responsibilities include but are not limited to the following.
Providing one on one ABA therapy for children with autism either at home or in our school/center
Understanding and implementation of children's program books
Implementation of the child's IPOS, assessment goals, and behavioral/crisis plan
Completion of required documentation; including daily behavioral and program data and parent communication
Completion of progress notes for every billable contact
Daily preparation for sessions
Other duties as assigned
Note: A Behavior Technician may provide support to more than one student, but not at the same time.
MERAKEY IS PROUD TO OFFER THE FOLLOWING BENEFITS
Work/Life Balance
Competitive Compensation Plans
Opportunities for professional growth and advancement
Medical, Dental, and Vision Insurance Plans
Flexible Spending Accounts
Short/Long Term Disability Coverage
Life Insurance
403B Retirement Plan (with company matching)
Marketplace Savings Program
Employee Assistance Program
Wellness Programs
24-Hour Nurse Hotline
Tuition Reimbursement
Generous Paid Time Off (for qualifying positions)
Stability that coincides with working for a national leader in education and human services

ABOUT MERAKEY'S EDUCATION & AUTISM DIVISION
The Merakey Education and Autism Division focuses on a continuum of care throughout the lifespan. The core, fundamental principles of Applied Behavior Analysis (ABA) are incorporated into a specialized approach across all service offerings. This division is supported by a senior management team of highly qualified professionals that provide training, supervision, guidance, and support to each of our specialized programs. This team is comprised of decades of expertise in education, autism, and behavioral health experiences.
Merakey opened their very first Licensed Private Academic School for students on the Autism Spectrum in the fall of 2005. Since inception, the Education and Autism Services have grown across the state of Pennsylvania providing support for all individuals across the lifespan.

Services include:
Applied Behavior Analysis (ABA)
Childcare/Pre-K Readiness
Licensed Private Academic Schools
In-District Specialized Classrooms
Therapy Services
Stepping Stones Plus
Adult Autism Services
Adult Autism Housing Services
For more information on each individual service, please visit:

ABOUT MERAKEY
Merakey is a leading developmental, behavioral health and education provider offering a breadth of integrated services to individuals and communities across the country.
We leverage our size and expertise to develop innovative solutions and new models of care to meet the needs of individuals, their families, public and private healthcare funders and community partner organizations.
We recognize that complex needs require a holistic approach. With our experience, expertise and compassion, we empower everyone within our communities to reach their fullest potential.
With a rich tradition spanning 50 years with nearly 10,000 employees, Merakey provides care to over 40,000 adults and children throughout Pennsylvania, New Jersey, New York, Maryland, Delaware, Louisiana, Michigan, Texas, California, and Tennessee.

Merakey is an Equal Opportunity Employer!

APPLY TODAY
In addition to completing your application, please feel free to email your resume directly to our recruiter at .


Apply now

""",Technician,set(['Technician'])
2454,go5hbt,https://www.postjobfree.com/job/go5hbt/microbiology-lecturer-cc-mlt-honolulu-hi,"b""
Description:

Hiring Unit: Health Academic Programs
Location: Kapi'olani Community College
Date Posted: January 31, 2019
Closing Date: Continuous Recruitment
Salary Information: Minimum $1,569 per teaching equivalency; subject to lecturer placement.
Full Time/Part Time: Part Time
Temporary/Permanent: Temporary

Other Conditions: Part-time, for placement into lecturer pool beginning Fall 2019. Subject to availability of funds and actual staffing requirements.

Duties and Responsibilities
In accordance with accreditation standards of the National Accrediting Agency for Clinical Laboratory Science Programs VII.C.1.b.: The responsibilities of the didactic faculty/instructors must include:
participation in teaching courses;
evaluation of student achievement;
development of curriculum, policy and procedures;
assessment of program outcomes.
Teach courses in the assigned subject area (Hematology, Microbiology, Immunohematology, Biochemistry, Body Fluids, Intro to Clinical Laboratory Science)
Prepare course syllabus and reports related to teaching and student progress;
Assess student learning in terms of course competencies and program learning outcomes;
Submit self-assessment reports based on student and peer evaluations;
Work under the general supervision of the discipline coordinator/division chairperson in integrating teaching efforts with other instructors in the discipline area;
Maintain at least one office hour per week for each class taught (20 minutes per credit per week).
Classes may be offered online, evenings and/or weekends.
Minimum Qualifications
1. Option #1
a. Master's degree in Health or Health-related field
b. At least three years of work experience in a clinical setting.
c. Plus current Hawai'i MLS/MLT State license.
2. Option #2
a. Bachelor of Science Degree in Medical Laboratory Science (MLS)
b. At least three years of work experience in a clinical setting.
c. Plus current Hawai'i MLS State license.
3. Option #3
a. Bachelor's degree in any field or discipline and Associate's degree in Medical Laboratory Technician (MLT).
b. At least three years of work experience in a clinical setting.
c. Plus current Hawai'i MLS State license.

Desirable Qualifications
Work experience related to course to be taught.
Demonstrated ability to communicate effectively and work cooperatively.
Familiarity with competency- and outcomes-based instruction.


Go to apply 

""",Technician,set(['Technician'])
2455,gorecn,https://www.postjobfree.com/job/gorecn/technician-pc-columbia-sc-29201,"b'
""

Job title :Technician

Location :Columbia, SC

Duration :6 months

Skills

KNOWLEDGE OF PC S

KNOWLEDGE OF
NETWORKING, SWITCHES, PRINTERS, NETWORK DEVICES

ABILITY TO
COMMUNICATE CLEARLY BOTH ORALLY AND IN WRITTEN FORM

ABILITY TO
WORK ALONE AND IN A TEAM

PREFERRED SKILLS

FAMILIAR WITH WINDOWS 10, OFFICE 365

Regards,

Srinivas

- provided by Dice

Contractor


Go to apply 

'",Technician,set(['Technician'])
2456,gor67l,https://www.postjobfree.com/job/gor67l/technician-columbia-sc-29201,"b'
Job title :Technician
Location :Columbia, SC
Duration :6 months
Skills
KNOWLEDGE OF PC S
KNOWLEDGE OF NETWORKING, SWITCHES, PRINTERS, NETWORK DEVICES
ABILITY TO COMMUNICATE CLEARLY BOTH ORALLY AND IN WRITTEN FORM
ABILITY TO WORK ALONE AND IN A TEAM
PREFERRED SKILLS
FAMILIAR WITH WINDOWS 10, OFFICE 365
Regards,
Srinivas

Contract


Apply now

'",Technician,set(['Technician'])
2457,go5ibg,https://www.postjobfree.com/job/go5ibg/soldering-assembler-cable-scottsdale-az,"b'
Electromechanical Assembler: -Performs a variety of electronic or electromechanical assembly operations on assemblies or sub-assemblies.
-Determines and/or follows methods and sequence of operations in performing wiring, component installation, hand soldering and cable harnessing on assembly units.
-Makes setups and adjustments holding tolerances to blueprint specification.
-May be responsible for performing electronic or electromechanical assembly tasks in support of developmental requirements in pre-production projects.
May perform rework and quality testing.
Previous soldering experience, with a Jstd class 3 certification Requires a high school diploma or equivalent and a minimum of 4 years related professional work experience.


Go to apply 

'",Technician,set(['Technician'])
2458,gofy2v,https://www.postjobfree.com/job/gofy2v/cable-soldering-windsor-on-canada,"b'
Electronics Technicians are responsible for manufacturing, assembly and testing of electronic and cable assemblies.
Responsibilities and Duties
1. Follow procedures to perform assembly and wiring of electronic parts and assemblies
2. Perform tests using meters, oscilloscopes etc and prepare associated documentation
3. Hand solder components to IPC standards
4. Assisting others in the department when required
Skills and Qualifications
1. Premium will be offered to candidates with relevant experience
2. Hand soldering experience necessary
3. Must have dexterity and aptitude to assemble and align small parts
4. Thoroughness, attention to detail and meticulousness of assembly and testing are critical
5. Must have strong communication skills
IGB is an equal opportunity employer.


Go to apply 

'",Technician,set(['Technician'])
2459,go8bgp,https://www.postjobfree.com/job/go8bgp/technician-sponsor-gs-newport-ri,"b'
Summary

This position is part of the Warfare Centers Personnel Demonstration Project. The NT-4 pay band encompasses positions equivalent to GS-11 and GS-12.

You will serve as a TECHNICIAN in the RANGES, ENGINEERING AND ANALYSIS DEPARTMENT, ENGINEERING OPERATIONS & ANALYSIS DIVISION of NAVUNSEAWARCENDIV NEWPORT RI.

The incumbent of this position is a senior electronic engineering technician in Range Development and Hardware Branch, Code 7411. Learn more about this agency

Responsibilities

You will support scientific and engineering work on varied and highly complex electronic systems/ subsystems.
You will support the development of plans and procedures to extend existing knowledge and account for newly emerging ideas and concepts.
You will provide advice and guidance to managers, supervisors, peers, and sponsors on specific technical aspects of the system or concept development.
You will support integration, operation, testing, and system acceptance for range hardware developed/maintained by Code 7021 (i.e. rangepingers, acoustic signal processing, underwater communication, survey, and magnetics).
You will ensure technical contributions are accepted by the activity and sponsor management with minimal review and the contributions are recognized as having significant impact on the project/specific area.
You will provide advice and guidance to managers, supervisors, peers, and sponsors on specific technical aspects of systems or concept development.
You will participate in conducting hardware certification tests.
You will ensure pre-installation system testing, alteration installation and post-installation testing for electronic systems/ subsystems.


Go to apply 

'",Technician,set(['Technician'])
